╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╗Aл╠╕Ї61~90╕╣,10.69,жэ,,,10304,дgжa1л╪кл1иожь0,д╗╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031125,73.67,2,1,1,ж│,ж│,4100000,55654,,0.0,0,┴`╗∙зt╕╦цC,RPSSMLSLMHKFFEE56CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧дхж█╕Ї511~540╕╣,8.88,жэ,,,10403,дgжa1л╪кл1иожь1,дGдQдG╝h,23,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,0881020,127.4,3,2,2,ж│,ж│,5750000,45133,йY╣D╛ў▒ё,0.0,0,,RPROMLOKMHKFFEE18CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╝yйўи╜╖sйў╡є10л╤1~30╕╣,87.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0800624,198.4,4,2,4,ж│,╡L,7870000,39667,,0.0,0,,RPQNMLPKMHKFFEE08CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧з╗йў╡є61~90╕╣,98.86,жэ,,,10403,дgжa1л╪кл1иожь0,е■,5,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1020306,319.97,5,2,4,ж│,╡L,21800000,68131,,0.0,0,,RPTQMLQKMHKFFEE78CA
ек└ч░╧,дgжa,╡цд╜мqдGдpмq331~360жa╕╣,115.93,ифеL,,,10403,дgжa7л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1590194,13717,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPOPMLRKMHKFFEE28CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧нлмF╕Ї61~90╕╣,20.8,жэ,,,10403,дgжa1л╪кл1иожь1,дT╝h,8,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840821,132.92000000000002,3,2,2,ж│,ж│,5650000,42507,йY╣D╛ў▒ё,0.0,0,,RPRNMLNKMHKFFEE97CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧е┴▒┌д@╕Ї901л╤26з╦1~30╕╣,6.78,жэ,,,10402,дgжa1л╪кл1иожь0,дQ╝h,24,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851125,101.86,3,2,2,ж│,ж│,4200000,41233,,0.0,0,,RPOOMLKKMHKFFEE47CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧дхи|╕Ї1~30╕╣,13.07,жэ,,,10403,дgжa1л╪кл1иожь0,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,0921017,82.73,2,2,1,ж│,ж│,4200000,50768,,0.0,0,,RPPNMLQJMHKFFEE97CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧дl╡╪╕Ї70л╤1~30╕╣,75.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,,е[▒j┐j│y,0690702,106.57,3,1,2,ж│,╡L,4505000,42273,,0.0,0,дG┐╦╡е╢б▓╛┬р,RPQQMLLMLHKFFEE08CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╗Aл╠и╜╝w┤f╕Ї121~150╕╣,12.06,жэ,,,10402,дgжa1л╪кл1иожь0,дQ╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1030502,94.77,0,0,1,╡L,ж│,4650000,49066,,0.0,0,,RPSOMLLJMHKFFEE87CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧нл╕q╕Ї1~30╕╣,10.01,░╙,,,10403,дgжa1л╪кл1иожь0,дQдG╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0951023,134.88,3,2,2,ж│,ж│,8500000,63019,йY╣D╛ў▒ё,0.0,0,,RPTOMLLJMHKFFEE97CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╖s▓°д@╕Ї151~180╕╣,12.07,жэ,,,10403,дgжa1л╪кл1иожь1,дQ╝h,23,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,иги╧е╬░ї╖╙,0881117,175.19,4,2,2,ж│,ж│,8700000,49660,йY╣Dенн▒,0.0,0,,RPXOMLLJMHKFFEE38CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧е▀дj╕Ї331~360╕╣,3.41,░╙,,,10403,дgжa1л╪кл1иожь0,е|╝h,11,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851012,39.17,1,1,1,ж│,ж│,1700000,43401,,0.0,0,,RPUNMLMJMHKFFEE08CA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧кe│Ў╕Їд@мq181~210╕╣,85.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1020204,183.26,5,2,3,ж│,╡L,12300000,67118,,0.0,0,,RPUNMLQJMHKFFFE58CA
┐P▒_░╧,й╨жa(дgжa+л╪кл),░к╢пел┐P▒_░╧жwкF╡є241~270╕╣,102.27,жэ,,,10402,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0770901,163.8,4,2,3,ж│,╡L,4300000,26252,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPXNMLQJMHKFFFE88CA
йгдs░╧,дgжa,дjлiмq361~390жa╕╣,1263.0,╣A,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7900000,6255,,0.0,0,,RPPNMLOJMHKFFFE87CA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧дддsе_╕Ї121~150╕╣,4.24,жэ,,,10403,дgжa1л╪кл1иожь0,дC╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0821125,44.11,3,2,2,ж│,╡L,920000,20857,,0.0,0,,RPVNMLLMLHKFFFE38CA
┐P▒_░╧,й╨жa(дgжa+л╪кл),░к╢пел┐P▒_░╧жwкF╡є31~60╕╣,78.47,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0750420,100.93,3,2,2,ж│,╡L,3000000,29724,,0.0,0,,RPTNMLLJMHKFFFE97CA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧д╢╣╪жш╕Ї61~90╕╣,3.44,жэ,,,10403,дgжa1л╪кл1иожь0,е|╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810601,28.57,1,1,1,ж│,ж│,1000000,35002,,0.0,0,,RPPNMLNKMHKFFFE87CA
╛Ї└Y░╧,дgжa,╛Їлnмq961~990жa╕╣,320.0,жэ,,,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9880000,30875,,0.0,0,зtжaдWж│е╝┐ьлOжsл╪клд@┤╔┐╦д═╢бпSоэ├ЎлY╢бдзецйЎбC,RPWNMLOJNHKFFFE68CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дд▒[дG╕Ї526л╤91~120╕╣,115.23,жэ,,,10403,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0990720,201.87,5,2,3,ж│,╡L,12680000,62813,,0.0,0,,RPROMLKMLHKFFGE08CA
╗ёдs░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╗ёдs░╧е├жw╡є91~120╕╣,23.44,жэ,,,10403,дgжa1л╪кл1иожь1,дC╝h,13,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0941002,139.8,3,2,2,ж│,ж│,6680000,47783,йY╣Dенн▒,23.5,0,,RPPNMLOJMHKFFGE97CA
╗ёдs░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╗ёдs░╧дне╥дG╕Ї91~120╕╣,10.88,жэ,,,10403,дgжa1л╪кл1иожь1,дQдK╝h,20,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840615,133.01,3,2,2,ж│,ж│,4800000,36088,йY╣Dенн▒,0.0,0,,RPTOMLLJMHKFFGE18CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╗ёлnд@╕Ї241~270╕╣,78.01,жэ,,,10403,дgжa2л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAе|╝hбAл╬│╗мЁеXклбA├M╝╙,4,й▒н▒(й▒╛Q),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020916,227.95,5,2,3,ж│,ж│,16000000,70191,,0.0,0,,RPXNMLOLMHKFFGE98CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧й▓лe╕Ї1~30╕╣,41.38,жэ,,,10403,дgжa3л╪кл1иожь0,е|╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0640902,108.17,3,2,2,ж│,╡L,3000000,27734,,0.0,0,,RPWNMLNLMHKFFGE78CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧лO╡╪д@╕Ї91~120╕╣,117.46,жэ,,,10402,дgжa1л╪кл1иожь0,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1030213,405.12,6,2,6,ж│,╡L,23000000,56773,,0.0,0,,RPPNMLQLMHKFFGE38CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дне╥дG╕Ї511~540╕╣,86.75,жэ,,,10402,дgжa2л╪кл1иожь0,е■,2,│zд╤нэ,игифеL╡n░Oи╞╢╡,е[▒j┐j│y,0570301,109.12,4,2,2,ж│,╡L,24000000,219941,,0.0,0,,RPOOMLMLMHKFFGE97CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╖s┤I╕Ї571~600╕╣,8.58,░╙,,,10403,дgжa1л╪кл1иожь0,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0881020,122.51,3,2,2,ж│,╡L,4800000,39180,,0.0,0,,RPVPMLKKMHKFFGE48CA
╗ёдs░╧,дgжa,╖s╔▄дlмq31~60жa╕╣,76.83,жэ,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5530000,71977,,0.0,0,,RPRNMLLKMHKFFGE97CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╣L╢п╡є55л╤31~60╕╣,15.16,жэ,,,10402,дgжa1л╪кл1иожь0,дQдG╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820609,104.15,3,2,2,ж│,ж│,3150000,30245,,0.0,0,,RPQNMLPKMHKFFGE28CA
дjк└░╧,дgжa,┐│дuмq121~150жa╕╣,100.0,жэ,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000000,40000,,0.0,0,жaдWж│е╝лOжs╡n░Oдзл╪кл,RPQOMLLMLHKFFIE28CA
║Xдs░╧,дgжa,╢ъ┤Iмq751~780жa╕╣,430.11,,пSйw╣A╖~░╧,╣Aкке╬жa,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4900000,11392,,0.0,0,╢R╜ц╝╨к║лY╕g╛у┼щ│W╣║дз╣Aжa,░t│╞ж│╝х─щ▒╞дЇиt▓╬,зt║Їл╟│]мIд╬┤╙отз╣жик║╜нкG╛Ёдь╡е╣AкLз@кл,RPXNMLLJMHKFFHE58CA
║Xдs░╧,дgжa,╢ъ┤Iмq751~780жa╕╣,467.08,,пSйw╣A╖~░╧,╣Aкке╬жa,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5000000,10705,,0.0,0,╢R╜ц╝╨к║лY╕g╛у┼щ│W╣║дз╣Aжa,░t│╞ж│╝х─щ▒╞дЇиt▓╬,зt║Їл╟│]мIд╬┤╙отз╣жик║╜нкG╛Ёдь╡е╣AкLз@кл,RPOOMLLJMHKFFHE77CA
│╛кQ░╧,дgжa,дjж╦мq841~870жa╕╣,794.1,ифеL,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3970475,5000,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPXOMLSJMHKFFIE86CA
дjк└░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдjк└░╧ж█е╤╕Ї181~210╕╣,51.47,жэ,,,10402,дgжa1л╪кл1иожь1,д@╝hбAдG╝hбA├M╝╙бAзи╝hбAжaдU╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),иги╧е╬░ї╖╙,┐√╡м▓V╛одg│y,0851228,326.62,3,2,2,ж│,ж│,7500000,22962,йY╣D╛ў▒ё,0.0,0,,RPVNMLNKMHKFFIE78CA
дпкZ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдпкZ░╧е├йўдG╡є61~90╕╣,126.19,жэ,,,10403,дgжa2л╪кл1иожь2,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030227,268.73,6,2,5,ж│,ж│,18500000,68842,д@╝╙енн▒,0.0,0,,RPPNMLSJMHKFFIE58CA
│╛кQ░╧,дgжa,■яоHмq1381~1410жa╕╣,451.82,╣A,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8752000,19371,,0.0,0,,RPQNMLSJMHKFFIE68CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дпдsд@╡є1~30╕╣,135.9,жэ,,,10403,дgжa1л╪кл1иожь0,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020416,285.78,5,2,5,ж│,╡L,25000000,87480,,0.0,0,,RPPNMLMKMHKFFIE08CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дKиЎи╜жPйM╕Ї25л╤1~30╕╣,108.25,жэ,,,10403,дgжa3л╪кл1иожь0,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1021225,324.42,5,2,6,ж│,╡L,16800000,51785,,0.0,0,л╪клецйЎ┴`├Bзt╕╦цC╢Oе╬╖sеx╣Ї│№и╒╕vмB╕Uд╕е┐,RPQNMLMKMHKFFIE18CA
┤Єд║░╧,й╨жa(дgжa+л╪кл),░к╢пел┤Єд║░╧кFдш╕Ї31~60╕╣,88.83,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0650501,114.08,4,1,3,ж│,╡L,3990000,34975,,0.0,0,,RPQNMLRJMHKFFJE68CA
╕Їж╦░╧,й╨жa(дgжa+л╪кл),░к╢пел╕Їж╦░╧л╪░ъ╕Ї27л╤1~30╕╣,83.95,жэ,,,10401,дgжa3л╪кл1иожь0,е■,3,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830819,131.95,4,2,3,ж│,╡L,4300000,32588,,0.0,0,,RPQNMLRLMHKFFJE88CA
дj╝d░╧,й╨жa(дgжa+л╪кл),░к╢пелдj╝d░╧дд╔▄╕Ї31~60╕╣,15.2,жэ,,,10403,дgжa2л╪кл1иожь0,дG╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810319,83.63,2,1,2,ж│,ж│,2380000,28459,,0.0,0,,RPTNMLRJMHKFFLE56CA
дj╝d░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдj╝d░╧лe╔▄╕Ї1~30╕╣,24.13,жэ,,,10403,дgжa1л╪кл1иожь1,дG╝h,6,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821029,114.47,3,2,2,ж│,ж│,2850000,24897,йY╣Dенн▒,0.0,0,,RPQNMLNKMHKFFLE58CA
кL╢щ░╧,й╨жa(дgжa+л╪кл),░к╢пелкL╢щ░╧й╛з╡жш╕Ї54л╤1~30╕╣,26.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0640510,42.96,3,1,1,ж│,╡L,950000,22114,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPVNMLSLMHKFFLE17DA
╗ёдs░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╗ёдs░╧о№мvд@╕Ї71л╤1~30╕╣,25.06,жэ,,,10403,дgжa1л╪кл1иожь1,дн╝h,10,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830816,153.17000000000002,3,2,2,ж│,ж│,4700000,30685,йY╣Dенн▒,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPWNMLLJMHKFFGE58EA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧н^╕q╡є91~120╕╣,22.9,жэ,,,10403,дgжa1л╪кл1иожь0,дG╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0671104,70.46,3,2,2,ж│,╡L,2000000,28385,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPVNMLKMLHKFFBE97DA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧╣йкўлс╕Ї125л╤1~30╕╣,77.52,жэ,,,10403,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,,┐√╡м▓V╛одg│y,0771219,161.94,5,2,4,ж│,╡L,6890000,42547,,0.0,0,,RPTNMLLMLHKFFDE08DA
дp┤ф░╧,дgжa,й▒┬эмq151~180жa╕╣,7.0,жэ,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,560000,80000,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPOOMLLMLHKFFCE57DA
лe┬э░╧,дgжa,┴{е_мq571~600жa╕╣,53.0,ифеL,,,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4770000,90000,,0.0,0,,RPSNMLOLMHKFFCE18DA
лe┬э░╧,дgжa,┴{е_мq571~600жa╕╣,117.61,ифеL,,,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10585179,90002,,0.0,0,,RPTNMLOLMHKFFCE28DA
лe┬э░╧,дgжa,┴{е_мq571~600жa╕╣,159.14,ифеL,,,10401,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,14323048,90003,,0.0,0,,RPUNMLOLMHKFFCE38DA
лe┬э░╧,дgжa,┴{е_мq571~600жa╕╣,5.25,ифеL,,,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,472500,90000,,0.0,0,,RPWNMLOLMHKFFCE58DA
лe┬э░╧,дgжa,┴{е_мq181~210жa╕╣,115.5,ифеL,,,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10395000,90000,,0.0,0,,RPOOMLOLMHKFFCE87DA
лe┬э░╧,дgжa,┴{е_мq571~600жa╕╣,1216.0,ифеL,,,10401,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,109400000,89967,,0.0,0,,RPPOMLOLMHKFFCE97DA
дj╝d░╧,й╨жa(дgжa+л╪кл),░к╢пелдj╝d░╧е╨│це|╡є1~30╕╣,1515.0,дu,,,10401,дgжa1л╪кл2иожь0,д@╝h,1,дu╝t,дu╖~е╬,┐√│y,0741128,365.92,3,2,2,ж│,ж│,53580000,,,0.0,0,,RPSOMLOLMHKFFLE09CA
дj╝d░╧,й╨жa(дgжa+л╪кл),░к╢пелдj╝d░╧дп╝w╕Ї1~30╕╣,20.03,жэ,,,10403,дgжa1л╪кл1иожь0,е|╝h,16,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821231,171.33,3,2,2,ж│,╡L,3200000,18677,,0.0,0,,RPSNMLLLMHKFFLE68CA
д║к∙░╧,й╨жa(дgжa+л╪кл),░к╢пелд║к∙░╧│╗╔▄91~120╕╣,2500.0,,дsйYжaлOи|░╧,╣Aкке╬жa,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,╣Aк┘,е[▒j┐j│y,0761103,494.4,3,1,2,ж│,╡L,2500000,5057,,0.0,0,,RPPNMLNKMHKFFHE18DA
╕Їж╦░╧,й╨жa(дgжa+л╪кл),░к╢пел╕Їж╦░╧дддs╕Ї352л╤101~30╕╣,33.9,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0610901,73.12,3,1,1,ж│,╡L,920000,12582,,0.0,0,,RPSNMLLJMHKFFJE38DA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дне╥дG╕Ї719л╤1~30╕╣,40.0,жэ,,,10403,дgжa1л╪кл1иожь0,е|╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0651105,78.1,2,1,1,ж│,╡L,1700000,21767,,0.0,0,,RPSOMLLMLHKFFGE38DA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧жие\╕Ї116л╤1~30╕╣,34.0,жэ,,,10401,дgжa2л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0611201,59.94,1,1,1,ж│,╡L,1200000,20020,,0.0,0,,RPQNMLQKMHKFFFE38DA
йгдs░╧,дgжa,╣┼йЇмq331~360жa╕╣,67.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,700000,10448,,0.0,0,дgжaдWж│е╝лOжsл╪клд@┤╔,RPVOMLLJMHKFFFE38DA
╗ёдs░╧,дgжa,╗ёдsмq┐ддfдpмq31~60жa╕╣,96.0,░╙,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8260000,86042,,0.0,0,,RPRNMLLJMHKFFGE97DA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дд▒[дG╕Ї580л╤1~30╕╣,41.41,жэ,,,10403,дgжa1л╪кл1иожь0,дн╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830818,122.6,3,1,2,ж│,╡L,3250000,26509,,0.0,0,,RPVNMLLJMHKFFGE38DA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╡╪┐│╡є175л╤1~30╕╣,86.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0660611,88.92,4,1,2,ж│,╡L,2400000,26991,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUNMLRJMHKFFGE88DA
╛Ї└Y░╧,й╨жa(дgжa+л╪кл),░к╢пел╛Ї└Y░╧еKрT╕Їжие\л╤61~90╕╣,64.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0691103,93.2,5,2,3,ж│,╡L,6500000,69742,,0.0,0,┐╦д═пSоэ├ЎлY╢бдзецйЎбC,RPRNMLLJMHKFFFE87DA
╛Ї└Y░╧,й╨жa(дgжa+л╪кл),░к╢пел╛Ї└Y░╧╛Ё╝w╕Ї1~30╕╣,18.89,жэ,,,10403,дgжa1л╪кл1иожь0,дC╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830310,218.65,5,2,3,ж│,ж│,5600000,25612,,0.0,0,,RPUOMLLJMHKFFFE28DA
нX█_░╧,й╨жa(дgжa+л╪кл),░к╢пелнX█_░╧е┴е═╕Ї210л╤1~30╕╣,81.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0840106,206.34,5,2,3,ж│,╡L,3300000,15993,,0.0,0,,RPVNMLLJMHKFFJE68DA
к№╜м░╧,дgжa,▒^дs└чмq151~180жa╕╣,58.0,,д@пы╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,232000,4000,,0.0,0,,RPUNMLMJMHKFFJE68DA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧жW┤Є╡є51л╤1~30╕╣,109.03,жэ,,,10401,дgжa4л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0931210,166.65,5,2,3,ж│,╡L,7700000,46205,,0.0,0,,RPPNMLPKMHKFFIE48DA
║Xдs░╧,дgжa,Р▒▐ьз|мq181~210жa╕╣,750.0,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5420000,7227,,0.0,0,,RPPNMLMJMHKFFHE97DA
