╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
дj╢щ░╧,дgжa,жш╢щмq91~120жa╕╣,297.7,жэ,,,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15030000,50487,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLLJMHKFFEH97CA
─кж╦░╧,й╨жa(дgжa+л╪кл),оч╢щел─кж╦░╧дддs╕Ї121~150╕╣,12.25,жэ,,,10402,дgжa1л╪кл1иожь0,дн╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820625,93.06,3,2,1,ж│,ж│,5150000,55341,,0.0,0,,RPTNMLLJMHKFFEH18CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧дW┐│╕Ї74л╤31~60╕╣,75.31,жэ,,,10403,дgжa1л╪кл1иожь1,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0860723,198.22,5,3,3,ж│,ж│,13000000,65584,д@╝╙енн▒,0.0,0,,RPQNMLKMLHKFFEH97CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лn╢╢дC╡є2л╤1~30╕╣,24.06,жэ,,,10402,дgжa1л╪кл1иожь1,дQ╝h,13,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1000125,165.0,3,2,2,ж│,ж│,9500000,57576,йY╣Dенн▒,0.0,0,,RPXNMLRLLHKFFEH66CA
─кж╦░╧,дgжa,з|дlдfмqо№┤Єдpмq61~90жa╕╣,2762.0,,д@пы╣A╖~░╧,дB║╪л╪┐vе╬жa,10401,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,95429100,34551,,0.0,0,,RPTOMLLJMHKFFEH28CA
─кж╦░╧,дgжa,дj╖sмq91~120жa╕╣,117.49,жэ,,,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13500000,114903,,0.0,0,,RPWOMLLJMHKFFEH58CA
дj╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╢щ░╧дп╖Rд@╡є2л╤1~30╕╣,78.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,10401,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0791213,111.24,4,1,2,ж│,╡L,5500000,49443,,0.0,0,,RPOPMLLJMHKFFEH87CA
дj╢щ░╧,дgжa,дд╢щмq421~450жa╕╣,241.26,жэ,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,16400000,67976,,0.0,0,,RPRPMLLJMHKFFEH18CA
дj╢щ░╧,дgжa,┬∙╖╦дfмqдU┐днэдlдpмq211~240жa╕╣,1018.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10402,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7230000,7102,,0.0,0,,RPVOMLMJMHKFFEH58CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧дW┐│╕Ї361~390╕╣,17.09,░╙,,,10402,дgжa1л╪кл1иожь1,е|╝h,10,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0940301,146.16,3,2,2,ж│,ж│,6350000,43446,йY╣Dенн▒,0.0,0,,RPSNMLNKMHKFFEH38CA
─кж╦░╧,й╨жa(дgжa+л╪кл),оч╢щел─кж╦░╧дKк╤╕Ї331~360╕╣,91.93,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10403,дgжa1л╪кл2иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0971217,202.7,4,2,3,ж│,╡L,12200000,60187,,0.0,0,,RPTNMLSJMHKFFEH88CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧ео╖р╕ЇдTмq416л╤61~90╕╣,138.89,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10401,дgжa5л╪кл1иожь1,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031120,216.95,5,2,4,ж│,╡L,8000000,36875,д@╝╙енн▒,0.0,0,,RPUOMLNKMHKFFDH58CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧дддsе_╕ЇдGмq351л╤80з╦1~30╕╣,16.43,жэ,,,10403,дgжa1л╪кл1иожь0,е|╝h,8,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831205,92.55,3,1,2,ж│,╡L,2800000,30254,,0.0,0,,RPPNMLLKMHKFFDH77CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧лCдsдT╡є31~60╕╣,15.47,ифеL,,,10403,дgжa1л╪кл1иожь0,дн╝h,8,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840125,66.72,2,2,1,ж│,ж│,1500000,22482,,0.0,0,,RPPNMLNKMHKFFDH97CA
╖и▒Ў░╧,дgжa,╖и┤Iмq301~330жa╕╣,1440.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10236600,7109,,0.0,0,,RPTPMLSJMHKFFDH98CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,23.58,жэ,,,10403,дgжa1л╪кл1иожь1,дQд@╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,169.26999999999998,3,2,2,ж│,ж│,6800000,46649,йY╣Dенн▒,46.01,1050000,жaмFдh╢╚и№░U╢R╜цо╫еєе╙╜╨╡n░OбAи├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤бAе╗жиецкў├BлYе╤╕q░╚дH┤ги╤бA┴`╗∙кўзtоa╣q8╕UбC,RPROMLQKMHKFFDH58CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,16.98,жэ,,,10403,дgжa1л╪кл1иожь1,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,134.45,2,2,1,ж│,ж│,4880000,43872,йY╣Dенн▒,46.01,1000000,жaмFдh╢╚и№░U╢R╜цо╫еєе╙╜╨╡n░OбAи├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤бAе╗жиецкў├BлYе╤╕q░╚дH┤ги╤бA┴`╗∙кўзtоa╣qв╡╕UбC,RPSOMLQKMHKFFDH68CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧ео╖р╕ЇдTмq416л╤61~90╕╣,117.87,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10311,дgжa5л╪кл1иожь1,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031120,196.62,4,2,4,ж│,╡L,7500000,38145,д@╝╙енн▒,0.0,0,,RPVOMLLMLHKFFDH58CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧ео╖р╕ЇдTмq416л╤61~90╕╣,123.89,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10312,дgжa5л╪кл1иожь1,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031120,216.95,5,2,4,ж│,╡L,8000000,36875,д@╝╙енн▒,0.0,0,,RPQPMLLMLHKFFDH18CA
╖и▒Ў░╧,дgжa,пє┘їйYмqпє┘їйYдpмq1~30жa╕╣,299.26,дu,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,11800000,39431,,0.0,0,,RPQNMLTLLHKFFDH68CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧╕t╝w╡є57л╤10з╦1~30╕╣,65.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0710816,97.16,4,2,1,ж│,╡L,2366999,24362,,0.0,0,м░┤Lнл┼vзQдH┴Їиp┼vеD▒iбAжaмFдh╡LкkдJл╬▓{│ї░╔мdбAе╤┼vзQдH┤ги╤л╪кл▓{кpоцз╜╣ъ╗┌╕ъ░TбAи╤жaмFдhе╙│°╡n┐¤бCжVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPSNMLKKMHKFFCH87CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,65.64,жэ,,,10311,дgжa5л╪кл1иожь1,дн╝h,22,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,254.74,3,2,2,ж│,╡L,14150000,59595,йY╣Dенн▒,35.93,1110000,,RPVNMLSJMHKFFCH88CA
└s╝ц░╧,дgжa,┐O╝цмq211~240жa╕╣,217.45,,╢mз°░╧,дA║╪л╪┐vе╬жa,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15127000,69565,,0.0,0,,RPUOMLSJMHKFFCH88CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧дд┬╫╕Ї░кенмq123л╤45з╦31~60╕╣,121.76,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10403,дgжa1л╪кл3иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840610,223.81,4,3,3,ж│,╡L,4600000,20553,,0.0,0,,RPTNMLNJMHKFFCH18CA
└s╝ц░╧,дgжa,дzл░мq571~600жa╕╣,109.06,,пSйw╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1860000,17055,,0.0,0,,RPUNMLNJMHKFFCH28CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧дпйM╕ЇдGмq190л╤151~180╕╣,779.33,,пSйw╣A╖~░╧,╣Aкке╬жa,10401,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝h,3,╣Aк┘,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030820,260.02,3,2,3,ж│,╡L,23000000,,,0.0,0,,RPTNMLRJMHKFFCH58CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧└Ї┤Є╕ЇдGмq548л╤1~30╕╣,9.35,ифеL,,,10403,дgжa1л╪кл1иожь0,дн╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0710826,41.25,0,0,0,╡L,╡L,380000,9212,,0.0,0,,RPXNMLLMLHKFFCH58CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧└Ї┤Є╕ЇдGмq548л╤1~30╕╣,9.35,ифеL,,,10403,дgжa1л╪кл1иожь0,дC╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0710826,41.25,0,0,0,╡L,╡L,380000,9212,,0.0,0,,RPOOMLLMLHKFFCH77CA
└s╝ц░╧,дgжa,дTмвдЇмq361~390жa╕╣,47.25,,дsйYжaлOи|░╧,╣C╛═е╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,91000,1926,,0.0,0,,RPXOMLLJMHKFFCH48CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧дде┐╕Ї261л╤85з╦1~30╕╣,26.86,жэ,,,10403,дgжa1л╪кл1иожь0,дQ╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0960705,118.78,3,2,2,ж│,ж│,6200000,52197,,0.0,0,,RPVOMLLJMHKFFCH28CA
└s╝ц░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└s╝ц░╧ж╩ж~╕Ї31~60╕╣,1.07,,╢mз°░╧,дA║╪л╪┐vе╬жa,10403,дgжa1л╪кл1иожь2,,,ифеL,,,,72.89,0,0,0,╡L,╡L,1200000,16463,йY╣Dенн▒,0.0,0,,RPVOMLKMLHKFFCH38CA
└s╝ц░╧,дgжa,ж╦║█дlмq1~30жa╕╣,101.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3250000,32178,,0.0,0,,RPRPMLKMLHKFFCH08CA
└s╝ц░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└s╝ц░╧е┴▒┌╕Ї361~390╕╣,36.05,,╢mз°░╧,дA║╪л╪┐vе╬жa,10403,дgжa1л╪кл1иожь1,дн╝h,9,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1021023,157.03,3,1,2,ж│,ж│,6550000,42699,йY╣Dенн▒,28.22,1050000,,RPVOMLLMLHKFFCH48CA
дj╖╦░╧,дgжa,╡fдl╝dмq571~600жa╕╣,3663.0,,д@пы╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,33000000,9009,,0.0,0,,RPVNMLKMLHKFFCH28CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дjдпдG╡є31~60╕╣,81.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0760119,115.95,4,2,3,ж│,╡L,4120000,35533,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQRMLSLMHKFFBH88CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧дп╡╜и╜д╢╣╪╕Ї539л╤27з╦61~90╕╣,63.07,жэ,,,10403,дgжa1л╪кл1иожь0,е■,1,│zд╤нэ,жэоaе╬,┐j│y,0671214,47.43,2,1,1,ж│,╡L,2500000,52709,,0.0,0,,RPROMLRLLHKFFCH58CA
└s╝ц░╧,дgжa,дjенмq811~840жa╕╣,183.04,╣A,,,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,996660,5445,,0.0,0,,RPQNMLKMLHKFFCH77CA
└s╝ц░╧,дgжa,е┴┬╫мq481~510жa╕╣,16.62,,╢mз°░╧,дA║╪л╪┐vе╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,236000,14200,,0.0,0,,RPRNMLKMLHKFFCH87CA
╞[н╡░╧,дgжa,пє╖sмq241~270жa╕╣,108.12,жэ,,,10402,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5940000,54939,,0.0,0,,RPWNMLMJMHKFFBH28CA
╞[н╡░╧,л╪кл,оч╢щел╞[н╡░╧д╗жXдT╡є66л╤1~30╕╣,0.0,,,,10402,дgжa0л╪кл1иожь0,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030821,208.41,2,3,3,ж│,╡L,5940000,28502,,0.0,0,,RPTPMLMJMHKFFBH18CA
дд├c░╧,дgжa,╡╪┐│мq181~210жa╕╣,865.22,╣A,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,43447000,50215,,0.0,0,,RPQQMLMJMHKFFBH97CA
дд├c░╧,дgжa,╡╪┐│мq211~240жa╕╣,1124.4,╣A,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,56460000,50213,,0.0,0,,RPRQMLMJMHKFFBH08CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дп╖O╕Ї151~180╕╣,4.96,жэ,,,10403,дgжa1л╪кл1иожь0,д╗╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840805,40.96,1,1,1,ж│,ж│,1900000,46387,,0.0,0,,RPPPMLRJMHKFFBH28CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧ж█й╛дG╡є211~240╕╣,28.82,жэ,,,10402,дgжa2л╪кл1иожь0,е|╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0701223,82.93,3,2,1,ж│,╡L,3300000,39793,,0.0,0,,RPXNMLSJMHKFFBH98CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧┤_╡╪╡є85л╤1~30╕╣,19.4,жэ,,,10403,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0701223,61.48,3,2,1,ж│,╡L,3200000,52049,,0.0,0,,RPRPMLSJMHKFFBH58CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧лn╢щдG╕Ї296л╤31~60╕╣,24.51,жэ,,,10403,дgжa1л╪кл1иожь1,дC╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030628,165.35,3,2,2,ж│,ж│,8800000,56427,йY╣Dенн▒,33.32,1350000,,RPUNMLNLMHKFFBH38CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧йп║╓╖sз°91~120╕╣,53.0,жэ,,,10401,дgжa2л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0620701,92.66,3,1,2,ж│,╡L,8050000,86877,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPUOMLNLMHKFFBH48CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧е┐е·дG╡є61~90╕╣,22.66,жэ,,,10402,дgжa1л╪кл1иожь1,д╗╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020525,159.2,3,2,2,ж│,ж│,9200000,57789,йY╣Dенн▒,0.0,0,,RPTNMLOKMHKFFBH28CA
дд├c░╧,дgжa,дj╡╪мq511~540жa╕╣,235.0,жэ,,,10312,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7755000,33000,,0.0,0,▓{кpм░╣D╕Ї,RPTNMLKLMHKFFBH97CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└sйў╕Ї451~480╕╣,17.22,░╙,,,10110,дgжa1л╪кл1иожь1,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030915,142.69,3,2,2,ж│,ж│,5640000,40870,йY╣D╛ў▒ё,18.15,550000,,RPOPMLRKMHKFFBH28CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└sйў╕Ї451~480╕╣,19.16,░╙,,,10205,дgжa1л╪кл1иожь1,дC╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030915,160.45,3,2,2,ж│,ж│,7980000,51862,йY╣D╛ў▒ё,18.15,600000,,RPQPMLRKMHKFFBH48CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└sйў╕Ї451~480╕╣,16.95,░╙,,,10109,дgжa1л╪кл1иожь1,дK╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030915,139.82,3,2,2,ж│,ж│,5630000,41752,йY╣D╛ў▒ё,18.15,550000,,RPRPMLRKMHKFFBH58CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└sйў╕Ї451~480╕╣,17.22,░╙,,,10203,дgжa1л╪кл1иожь1,дE╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030915,142.69,3,2,2,ж│,ж│,7070000,51951,йY╣D╛ў▒ё,18.15,600000,,RPTPMLRKMHKFFBH78CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дде_╕ЇдGмq46л╤1~30╕╣,22.17,жэ,,,10401,дgжa1л╪кл1иожь0,дK╝h,8,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830418,105.39,2,2,1,ж│,╡L,3240000,30743,,0.0,0,,RPSRMLLMLHKFFBH38CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧└sдп╕Ї31~60╕╣,11.65,жэ,,,10403,дgжa1л╪кл1иожь0,дK╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020709,90.9,2,2,1,ж│,ж│,4900000,53905,,0.0,0,,RPUPMLLMLHKFFBH38CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дEйMд@╡є1~30╕╣,2.73,░╙,,,10402,дgжa1л╪кл1иожь0,дQдT╝h,22,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0970406,37.67,1,1,1,ж│,ж│,3800000,100876,,0.0,0,,RPQPMLLMLHKFFBH97CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧е├║╓╕Ї1051~1080╕╣,10.66,жэ,,,10402,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),░╙╖~е╬,┐√╡м▓V╛одg│y,0811106,49.14,0,1,1,ж│,╡L,8500000,172975,,0.0,0,,RPPTMLKMLHKFFBH18CA
╞[н╡░╧,й╨жa(дgжa+л╪кл),оч╢щел╞[н╡░╧й╛╖R╕Ї╖Rд@л╤75з╦1~30╕╣,58.1,,╢mз°░╧,дA║╪л╪┐vе╬жa,10402,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0701124,106.08,4,2,3,ж│,╡L,4560000,42986,,0.0,0,,RPQTMLKMLHKFFBH28CA
╞[н╡░╧,й╨жa(дgжa+л╪кл),оч╢щел╞[н╡░╧к°┐│╕Ї91~120╕╣,255.47,жэ,,,10309,дgжa1л╪кл1иожь0,е■,5,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,1030623,508.25,12,2,5,ж│,╡L,35700000,70241,,0.0,0,,RPRTMLKMLHKFFBH38CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дjдпд@╡є1~30╕╣,4.61,жэ,,,10403,дgжa1л╪кл1иожь0,дG╝h,6,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840802,24.520000000000003,1,0,1,ж│,ж│,1220000,49755,,0.0,0,,RPUQMLKMLHKFFBH38CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧┐│дп╕ЇдGмq91~120╕╣,7.04,жэ,,,10403,дgжa1л╪кл1иожь0,дC╝h,10,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0950520,31.65,1,1,1,ж│,ж│,1500000,47393,,0.0,0,,RPRRMLKMLHKFFBH18CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧╖R░ъ╕Ї60л╤20з╦1~30╕╣,39.75,жэ,,,10402,дgжa1л╪кл1иожь0,д@╝hбAжaдU╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0680919,134.81,3,3,2,ж│,╡L,9000000,66761,,0.0,0,,RPSSMLKMLHKFFBH38CA
╞[н╡░╧,дgжa,кў┤Ємq1351~1380жa╕╣,590.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2800000,4746,,0.0,0,,RPWPMLKMLHKFFBH48CA
дд├c░╧,дgжa,дд┐│мq31~60жa╕╣,43.69,ифеL,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2250396,51508,,0.0,0,,RPROMLRLLHKFFBH48CA
дд├c░╧,дgжa,дд┐│мq31~60жa╕╣,31.68,ифеL,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1030120,32516,,0.0,0,,RPSOMLRLLHKFFBH58CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧╖O┤fд@╡є91~120╕╣,35.8,жэ,,,10312,дgжa4л╪кл2иожь0,д@╝hбA├M╝╙,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0720429,152.98,0,0,0,╡L,╡L,16057725,104966,,0.0,0,┴`╗∙зt╝Wн╚╡|57,725д╕,RPWNMLKMLHKFFBH28CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дj┤╝╡є1~30╕╣,6.12,жэ,,,10403,дgжa1л╪кл1иожь0,е|╝h,5,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0780529,24.490000000000002,1,1,1,ж│,ж│,1050000,42875,,0.0,0,,RPRPMLRLLHKFFBH58CA
